2026-06-01 21:50:51.649807,SPY,758.5399780273438,HOLD,UP,47.71,LOW,8.08,34.77,2.45,6.54,19.63,Trend up but low confidence
2026-06-01 21:50:51.868458,QQQ,742.739990234375,BUY,UP,84.22,MEDIUM,13.29,61.13,4.43,11.82,35.45,Strong upward trend
2026-06-02 20:59:18.828693,BTC,66877.665,SELL,DOWN,95.82,MEDIUM,-3806.01,4181.4,-1.38,-3.67,-11.02,Strong downward trend
2026-06-02 20:59:18.894932,XRP,1.2234,SELL,DOWN,77.05,LOW,-0.06,0.06,-0.94,-2.52,-7.56,Strong downward trend
2026-06-02 20:59:18.962822,SOL,74.835,SELL,DOWN,100,MEDIUM,-5.31,5.73,-1.71,-4.57,-13.7,Strong downward trend
2026-06-02 20:59:19.089332,LINK,8.3925,SELL,DOWN,100,MEDIUM,-0.52,0.57,-1.49,-3.98,-11.94,Strong downward trend
2026-06-02 20:59:19.175906,HBAR,0.087065,SELL,DOWN,84.31,MEDIUM,-0.0,0.0,-1.08,-2.89,-8.67,Strong downward trend
2026-06-02 20:59:19.373147,XLM,0.2245865,SELL,DOWN,87.6,MEDIUM,-0.01,0.01,-1.47,-3.93,-11.79,Strong downward trend
2026-06-02 20:59:19.427910,ADA,0.21345,SELL,DOWN,100,MEDIUM,-0.01,0.01,-1.45,-3.88,-11.63,Strong downward trend
2026-06-02 20:59:19.512215,DOT,1.0835,SELL,DOWN,96.44,MEDIUM,-0.06,0.07,-1.45,-3.86,-11.58,Strong downward trend
2026-06-02 20:59:19.595464,AVAX,8.215,SELL,DOWN,100,MEDIUM,-0.59,0.67,-1.79,-4.76,-14.29,Strong downward trend
2026-06-02 20:59:19.650957,MATIC,0.0908,HOLD,DOWN,36.28,LOW,-0.0,0.0,-0.75,-2.01,-6.02,Trend down but low confidence
2026-06-02 20:59:19.714538,ATOM,1.8455,HOLD,DOWN,32.62,LOW,-0.04,0.04,-0.44,-1.17,-3.51,Trend down but low confidence
2026-06-02 20:59:20.318405,LMT,513.4299926757812,BUY,UP,72.76,MEDIUM,-23.78,30.7,0.91,2.44,7.32,Strong upward trend
2026-06-02 20:59:20.517614,ABTC,0.9957000017166138,HOLD,DOWN,100,HIGH,-0.05,0.25,-5.13,-13.68,-41.04,Volatility too high
2026-06-02 20:59:20.801323,PFE,25.549999237060547,HOLD,UP,33.11,LOW,-0.59,0.88,0.32,0.86,2.57,Trend up but low confidence
2026-06-02 20:59:21.031059,ORCL,244.5800018310547,HOLD,UP,100,HIGH,40.88,66.69,21.61,57.63,172.9,Volatility too high
2026-06-02 20:59:21.273408,AAPL,315.20001220703125,BUY,UP,73.68,MEDIUM,2.69,28.02,4.72,12.58,37.75,Strong upward trend
2026-06-02 20:59:21.474735,NVDA,222.82000732421875,SELL,DOWN,55.05,MEDIUM,8.57,27.91,-1.34,-3.59,-10.76,Strong downward trend
2026-06-02 20:59:21.724139,MSFT,441.30999755859375,BUY,UP,100,MEDIUM,14.32,56.19,8.21,21.88,65.65,Strong upward trend
2026-06-02 20:59:21.923681,AMZN,256.5199890136719,SELL,DOWN,95.8,MEDIUM,-17.48,18.47,-0.48,-1.28,-3.83,Strong downward trend
2026-06-02 20:59:22.258967,JPM,300.9599914550781,HOLD,DOWN,33.71,MEDIUM,4.23,19.2,-1.52,-4.06,-12.19,Trend down but low confidence
2026-06-02 20:59:22.503585,SPY,759.5700073242188,HOLD,UP,43.36,LOW,4.97,27.99,2.45,6.55,19.64,Trend up but low confidence
2026-06-02 20:59:22.727142,QQQ,746.1599731445312,BUY,UP,81.41,MEDIUM,10.56,51.22,4.43,11.83,35.48,Strong upward trend
2026-06-02 21:29:04.760771,BTC,66926.885,SELL,DOWN,100,MEDIUM,-3848.36,4080.32,-2.54,-6.78,-20.33,Strong downward trend
