2026-06-01 18:53:00.239562,BTC,71294.285,SELL,DOWN,53.41,LOW,-2295.57,2304.45,-0.69,-1.85,-5.56,Strong downward trend
2026-06-01 18:53:00.292241,XRP,1.29695,HOLD,DOWN,39.04,LOW,-0.03,0.03,-0.58,-1.54,-4.62,Trend down but low confidence
2026-06-01 18:53:00.366259,SOL,81.265,HOLD,DOWN,7.81,LOW,-0.39,0.5,-0.11,-0.3,-0.89,Trend down but low confidence
2026-06-01 18:53:00.482891,LINK,9.0305,HOLD,DOWN,6.17,LOW,-0.03,0.04,-0.1,-0.26,-0.79,Trend down but low confidence
2026-06-01 18:53:00.573161,HBAR,0.092565,SELL,DOWN,68.44,LOW,-0.0,0.0,-0.96,-2.55,-7.65,Strong downward trend
2026-06-01 18:53:00.687365,XLM,0.244931,HOLD,UP,21.64,LOW,-0.0,0.0,0.4,1.07,3.2,Trend up but low confidence
2026-06-01 18:53:00.741155,ADA,0.23045,HOLD,DOWN,19.7,LOW,-0.0,0.0,-0.33,-0.88,-2.63,Trend down but low confidence
2026-06-01 18:53:00.823320,DOT,1.1595,HOLD,DOWN,12.82,LOW,-0.01,0.01,-0.22,-0.58,-1.75,Trend down but low confidence
2026-06-01 18:53:00.962006,AVAX,8.91,HOLD,UP,10.45,LOW,0.05,0.1,0.25,0.67,2.0,Trend up but low confidence
2026-06-01 18:53:01.046728,MATIC,0.0934,HOLD,UP,31.32,LOW,0.0,0.0,0.51,1.36,4.09,Trend up but low confidence
2026-06-01 18:53:01.139340,ATOM,1.9045,HOLD,UP,20.93,LOW,-0.03,0.03,0.05,0.14,0.42,Trend up but low confidence
2026-06-01 18:53:01.702053,LMT,516.5,BUY,UP,63.92,MEDIUM,-14.64,30.7,2.0,5.33,15.98,Strong upward trend
2026-06-01 18:53:01.897797,ABTC,1.0800000429153442,HOLD,DOWN,42.47,HIGH,0.01,0.23,-4.27,-11.39,-34.16,Volatility too high
2026-06-01 18:53:02.178346,PFE,25.6299991607666,HOLD,UP,43.62,LOW,-0.58,0.88,0.99,2.65,7.94,Trend up but low confidence
2026-06-01 18:53:02.405280,ORCL,248.14999389648438,HOLD,UP,100,HIGH,57.19,66.69,16.05,42.79,128.38,Volatility too high
2026-06-01 18:53:02.671479,AAPL,306.30999755859375,BUY,UP,88.4,MEDIUM,-4.54,28.59,5.09,13.57,40.72,Strong upward trend
2026-06-01 18:53:02.905550,NVDA,224.36000061035156,HOLD,DOWN,74.56,HIGH,11.76,39.24,-1.86,-4.95,-14.84,Volatility too high
2026-06-01 18:53:03.217985,MSFT,460.5199890136719,BUY,UP,100,MEDIUM,47.85,56.19,6.75,17.99,53.96,Strong upward trend
2026-06-01 18:53:03.424577,AMZN,261.260009765625,BUY,UP,61.49,MEDIUM,-10.59,15.65,0.76,2.03,6.08,Strong upward trend
2026-06-01 18:53:03.682657,JPM,296.5799865722656,HOLD,DOWN,32.33,MEDIUM,-2.7,19.2,-1.9,-5.06,-15.18,Trend down but low confidence
2026-06-01 18:53:03.935591,SPY,758.5399780273438,HOLD,UP,47.71,LOW,8.08,34.77,2.45,6.54,19.63,Trend up but low confidence
2026-06-01 18:53:04.174597,QQQ,742.739990234375,BUY,UP,84.22,MEDIUM,13.29,61.13,4.43,11.82,35.45,Strong upward trend
2026-06-01 19:22:32.491064,BTC,71298.01,SELL,DOWN,64.96,LOW,-2286.95,2302.54,-1.4,-3.73,-11.18,Strong downward trend
2026-06-01 19:22:32.546696,XRP,1.29635,HOLD,DOWN,48.2,LOW,-0.03,0.03,-1.08,-2.89,-8.66,Trend down but low confidence
2026-06-01 19:22:32.608000,SOL,81.37,HOLD,DOWN,8.07,LOW,-0.34,0.48,-0.18,-0.48,-1.43,Trend down but low confidence
2026-06-01 19:22:32.710498,LINK,9.0465,HOLD,DOWN,4.44,LOW,-0.02,0.04,-0.14,-0.37,-1.12,Trend down but low confidence
2026-06-01 19:22:32.783532,HBAR,0.092305,SELL,DOWN,88.11,LOW,-0.0,0.0,-1.9,-5.07,-15.22,Strong downward trend
2026-06-01 19:22:32.895066,XLM,0.245651,HOLD,UP,12.88,LOW,-0.0,0.0,0.13,0.34,1.02,Trend up but low confidence
2026-06-01 19:22:33.044032,ADA,0.2306,HOLD,DOWN,23.02,LOW,-0.0,0.0,-0.57,-1.51,-4.53,Trend down but low confidence
2026-06-01 19:22:33.132233,DOT,1.1595,HOLD,DOWN,12.82,LOW,-0.01,0.01,-0.22,-0.58,-1.75,Trend down but low confidence
2026-06-01 19:22:33.197562,AVAX,8.925,HOLD,UP,14.12,LOW,0.06,0.1,0.38,1.0,3.01,Trend up but low confidence
2026-06-01 19:22:33.282169,MATIC,0.09415,BUY,UP,52.69,LOW,0.0,0.0,1.13,3.03,9.08,Strong upward trend
2026-06-01 19:22:33.380426,ATOM,1.902,HOLD,DOWN,27.75,LOW,-0.03,0.04,-0.38,-1.02,-3.05,Trend down but low confidence
2026-06-01 19:22:33.948560,LMT,516.5,BUY,UP,63.92,MEDIUM,-14.64,30.7,2.0,5.33,15.98,Strong upward trend
2026-06-01 19:22:34.131178,ABTC,1.0800000429153442,HOLD,DOWN,42.47,HIGH,0.01,0.23,-4.27,-11.39,-34.16,Volatility too high
2026-06-01 19:22:34.383996,PFE,25.6299991607666,HOLD,UP,43.62,LOW,-0.58,0.88,0.99,2.65,7.94,Trend up but low confidence
2026-06-01 19:22:34.590879,ORCL,248.14999389648438,HOLD,UP,100,HIGH,57.19,66.69,16.05,42.79,128.38,Volatility too high
2026-06-01 19:22:34.833596,AAPL,306.30999755859375,BUY,UP,88.4,MEDIUM,-4.54,28.59,5.09,13.57,40.72,Strong upward trend
2026-06-01 19:22:35.052305,NVDA,224.36000061035156,HOLD,DOWN,74.56,HIGH,11.76,39.24,-1.86,-4.95,-14.84,Volatility too high
2026-06-01 19:22:35.273418,MSFT,460.5199890136719,BUY,UP,100,MEDIUM,47.85,56.19,6.75,17.99,53.96,Strong upward trend
2026-06-01 19:22:35.467080,AMZN,261.260009765625,BUY,UP,61.49,MEDIUM,-10.59,15.65,0.76,2.03,6.08,Strong upward trend
2026-06-01 19:22:35.717428,JPM,296.5799865722656,HOLD,DOWN,32.33,MEDIUM,-2.7,19.2,-1.9,-5.06,-15.18,Trend down but low confidence
2026-06-01 19:22:35.952441,SPY,758.5399780273438,HOLD,UP,47.71,LOW,8.08,34.77,2.45,6.54,19.63,Trend up but low confidence
2026-06-01 19:22:36.266301,QQQ,742.739990234375,BUY,UP,84.22,MEDIUM,13.29,61.13,4.43,11.82,35.45,Strong upward trend
2026-06-01 19:23:36.720099,BTC,71297.155,SELL,DOWN,76.61,LOW,-2281.19,2302.54,-2.1,-5.61,-16.84,Strong downward trend
2026-06-01 19:23:36.785902,XRP,1.29665,SELL,DOWN,56.18,LOW,-0.03,0.03,-1.59,-4.24,-12.71,Strong downward trend
2026-06-01 19:23:36.845745,SOL,81.365,HOLD,DOWN,9.84,LOW,-0.35,0.46,-0.27,-0.72,-2.17,Trend down but low confidence
2026-06-01 19:23:36.913186,LINK,9.048,HOLD,DOWN,4.62,LOW,-0.02,0.04,-0.18,-0.48,-1.44,Trend down but low confidence
2026-06-01 19:23:37.002065,HBAR,0.09238,SELL,DOWN,100,LOW,-0.0,0.0,-2.84,-7.57,-22.71,Strong downward trend
2026-06-01 19:23:37.120496,XLM,0.2459135,HOLD,DOWN,10.93,LOW,-0.0,0.0,-0.12,-0.32,-0.95,Trend down but low confidence
2026-06-01 19:23:37.237250,ADA,0.23065,HOLD,DOWN,26.94,LOW,-0.0,0.0,-0.8,-2.14,-6.42,Trend down but low confidence
2026-06-01 19:23:37.340482,DOT,1.159,HOLD,DOWN,15.04,LOW,-0.01,0.01,-0.4,-1.05,-3.16,Trend down but low confidence
2026-06-01 19:23:37.595449,AVAX,8.92,HOLD,UP,18.52,LOW,0.07,0.1,0.48,1.29,3.86,Trend up but low confidence
2026-06-01 19:23:37.734651,MATIC,0.09415,BUY,UP,52.69,LOW,0.0,0.0,1.13,3.03,9.08,Strong upward trend
2026-06-01 19:23:37.786700,ATOM,1.902,HOLD,DOWN,27.75,LOW,-0.03,0.04,-0.38,-1.02,-3.05,Trend down but low confidence
2026-06-01 19:23:38.221957,LMT,516.5,BUY,UP,63.92,MEDIUM,-14.64,30.7,2.0,5.33,15.98,Strong upward trend
2026-06-01 19:23:38.376877,ABTC,1.0800000429153442,HOLD,DOWN,42.47,HIGH,0.01,0.23,-4.27,-11.39,-34.16,Volatility too high
2026-06-01 19:23:38.674113,PFE,25.6299991607666,HOLD,UP,43.62,LOW,-0.58,0.88,0.99,2.65,7.94,Trend up but low confidence
2026-06-01 19:23:38.858232,ORCL,248.14999389648438,HOLD,UP,100,HIGH,57.19,66.69,16.05,42.79,128.38,Volatility too high
